name,address,lat,lon
Stautenhof,"Darderhöfe 1, 47877 Willich",51.28229621866304,6.472408701018071
Lehenhof Bioladen,"Fieteweg 1, 88693 Deggenhausertal",47.77577528345947,9.381159466149423
Harrys Hofladen,"Landgut 7a, 18059 Papendorf",54.04251077433795,12.090455410951558
Bauernhof Kleinlein,"Leichendorfer Str. 101, 90522 Oberasbach",49.4251867421256,10.948207524210629
Micheleshof,"Heidenhof 9, 71397 Leutenbach",48.91233279992008,9.382852126036179
Ölmühle Hof Becker,"Lindholzer Weg 1, 53859 Niederkassel",50.82446793347801,7.071803210787005
Hof Jüch Leverkusen,"Jüch 60, 51377 Leverkusen",51.046641875717015,7.067191626141182
Kleine Hofkäserei,"Raiffeisenstraße 5a, 85669 Pastetten",48.19957406175078,11.943015897166154
Steffenhof,"Am Steffenhof 10, 44269 Dortmund",51.47653321335735,7.511295683834343
Hielscher Hof,"Krähwinkel, 42799 Leichlingen (Rheinland)",51.11289498331293,7.1004840483879486
Mühlenclub Steinhöfel,"Str. d. Freundschaft 2, 15518 Steinhöfel",52.399981848890356,14.164774556895845
Stadtfarm Berlin,"Allee der Kosmonauten 16, 10315 Berlin",52.51990016021455,13.510907726215732
Vorwerk Podemus,"Podemuser Ring 1, 01156 Dresden",51.06047691176552,13.62839648381339
Obst und Spargelhof Wurth,"Lindenpl. 17, 77704 Oberkirch",48.54234392812668,8.012859262795544
Weidelandfarm am Riebener See,"Hennickendorfer Str. 35C, 14547 Beelitz",52.187393784938486,13.0436374974195
Gensheimer Bio-Hofladen,"Hauptstraße 97, 76877 Offenbach an der Queich",49.186503635414304,8.191642397275357
Hansmanns Bioladen,"Rotdornstraße 44, 38464 Groß Twülpstedt",52.38509784003383,10.919722139757905
Kartoffelboutique Senden,"Ferdinand-Lassalle-Weg 5, 89250 Senden",48.31304425897369,10.058540197171554
Auehof Reese,"Reese 5, 31595 Steyerberg",52.58220566211653,9.064099697383172
Biolandhof und Hofladen Familie Voltz,"In den Breitwiesen 1, 71576 Burgstetten",48.91258530707194,9.411299826036162
Sagstetters Gemüseladen,"Degernbach 2A, 84347 Pfarrkirchen",48.435454007497334,12.967355052998604
Hofladen Kraut + Rüben,"Steiermärker Str. 16, 76227 Karlsruhe",48.98583378228854,8.456217112547083
Hofladen Bannick,"Dorfstraße Bistensee 8a, 24358 Ahlefeld-Bistensee",54.396244657877695,9.705378526313273
Johanneshof Bender Mainz,"Am Olmer Weg 1, 55128 Mainz",49.97435437097167,8.23288465492377
Bioland-Gärtnerei Laiseacker,"Mühlweg 1, 71735 Eberdingen",48.898360440246975,8.929929568363931
Butz Gutshofmetzgerei,"Baumwieserhof 6, 63505 Langenselbold",50.20913307568833,9.052566781920623
Obsthof Hentzschel,"Alte Dorfstraße 35, 32289 Rödinghausen",52.25534802848299,8.478767712709605
Bürgershof Blomenkamp,"Dorfstraße 142, 47259 Duisburg",51.34792105939821,6.706188854992083
Bauer Aldenhoff,"Brauckweg 30, 46284 Dorsten",51.678153844613846,6.991291155008706
Hof Posewang,"Heidstücken 1, 22113 Oststeinbek",53.54391882032299,10.187536801133696
Hofladen Busch,"Am Neuendeich 191, 25348 Blomesche Wildnis",53.822006226540935,9.40322130906485
Biolandhof Frohnenbruch,"Schloßallee 81, 47475 Kamp-Lintfort",51.50794655018856,6.457320726164338
Hofgemeinschaft Grummersort,"Hauptmoorweg 3, 27798 Hude",53.1243835761383,8.37966815508264
Biohof Gerden,"Binsfelder Str. 301, 52351 Düren",50.79827902207036,6.506912210785653
Biohof Moll,"Haunswieser Str. 9, 86444 Affing",48.44917259704652,10.995776918482013
Gemüseliebe Robert,"Averesch 31, 48683 Ahaus",52.08812434868948,6.92919908392175
Spargelhof Lövenich,"Schillingsstraße 72, 52355 Düren",50.79548523724119,6.447148583858864
Bauer Ridder,"Rodenseelstraße 181, 45307 Essen",51.460167917613695,7.1044069010836015
Oerding´s Hof,"Am Reckberg 8, 41468 Neuss",51.172378704078305,6.77189615504138
Bioladen Hadamar-Faulbach,"Feldstraße 1, 65589 Hadamar",50.44683630736336,8.063096372198984
Biohof Herzkamp und Havixbeck,"Natrup 26, 48329 Havixbeck",51.965014919359305,7.444090697408633
Angersteiner Bauernhof,"Alte Str. 8, 37176 Nörten-Hardenberg",51.612282310252816,9.933275381990727
Hüttenthaler Molkerei,"Molkereiweg 1, 64756 Mossautal",49.61992536407713,8.944398881952987
Landhof Kömpel,"Aussiedlerhof 1, 36137 Großenlüder",50.58332999486523,9.53784839911069
Hof Hauswörmann,"Hauswörmannsweg 165, 49082 Osnabrück",52.246124937306234,8.043652234201616
Föhrer Inselkäse,"Hauptstraße 9, 25938 Alkersum",54.7094451625137,8.507956854865151
Biohof Groß,"Dorfbrunnen 1, 34576 Homberg (Efze)",51.04346649832739,9.37435698202098
Pfeilerhof,"Pfeilerweg 73, 76228 Karlsruhe",48.951458925622326,8.456301158635332
