Wahlart;Wahltag;Gebietsart;Gebietsnummer;Gebietsname;UegGebietsart;UegGebietsnummer;Gruppenart;Gruppenname;Gruppenreihenfolge;Stimme;Anzahl;Prozent;VorpAnzahl;VorpProzent;DiffProzent;DiffProzentPkt;Bemerkung
BT;26.09.2021;Wahlkreis;194;Gera – Greiz – Altenburger Land;LAND;16;Partei;SPD;4;2;36326;21,877465;36326;21,877465;0;0;
BT;26.09.2021;Wahlkreis;194;Gera – Greiz – Altenburger Land;LAND;16;Partei;FDP;5;1;14273;8,6174;14273;8,6174;0;0;
BT;26.09.2021;Wahlkreis;194;Gera – Greiz – Altenburger Land;LAND;16;Partei;FDP;5;2;16212;9,763736;16212;9,763736;0;0;
BT;26.09.2021;Wahlkreis;194;Gera – Greiz – Altenburger Land;LAND;16;Partei;GRÜNE;6;1;6293;3,799432;6293;3,799432;0;0;
BT;26.09.2021;Wahlkreis;194;Gera – Greiz – Altenburger Land;LAND;16;Partei;GRÜNE;6;2;7331;4,415121;7331;4,415121;0;0;
BT;26.09.2021;Wahlkreis;194;Gera – Greiz – Altenburger Land;LAND;16;Partei;FREIE WÄHLER;7;1;;;;;;;
BT;26.09.2021;Wahlkreis;194;Gera – Greiz – Altenburger Land;LAND;16;Partei;FREIE WÄHLER;7;2;2433;1,465283;2433;1,465283;0;0;
BT;26.09.2021;Wahlkreis;194;Gera – Greiz – Altenburger Land;LAND;16;Partei;Die PARTEI;8;1;;;;;;;
BT;26.09.2021;Wahlkreis;194;Gera – Greiz – Altenburger Land;LAND;16;Partei;Die PARTEI;8;2;1970;1,18644;1970;1,18644;0;0;
BT;26.09.2021;Wahlkreis;194;Gera – Greiz – Altenburger Land;LAND;16;Partei;HEIMAT (2021: NPD);9;1;;;;;;;
BT;26.09.2021;Wahlkreis;194;Gera – Greiz – Altenburger Land;LAND;16;Partei;HEIMAT (2021: NPD);9;2;537;0,32341;537;0,32341;0;0;
BT;26.09.2021;Wahlkreis;194;Gera – Greiz – Altenburger Land;LAND;16;Partei;ÖDP;10;1;;;;;;;
BT;26.09.2021;Wahlkreis;194;Gera – Greiz – Altenburger Land;LAND;16;Partei;ÖDP;10;2;154;0,092747;154;0,092747;0;0;
BT;26.09.2021;Wahlkreis;194;Gera – Greiz – Altenburger Land;LAND;16;Partei;PIRATEN;11;1;;;;;;;
BT;26.09.2021;Wahlkreis;194;Gera – Greiz – Altenburger Land;LAND;16;Partei;PIRATEN;11;2;706;0,425191;706;0,425191;0;0;
BT;26.09.2021;Wahlkreis;194;Gera – Greiz – Altenburger Land;LAND;16;Partei;V-Partei³;12;1;;;;;;;
BT;26.09.2021;Wahlkreis;194;Gera – Greiz – Altenburger Land;LAND;16;Partei;V-Partei³;12;2;147;0,088531;147;0,088531;0;0;
BT;26.09.2021;Wahlkreis;194;Gera – Greiz – Altenburger Land;LAND;16;Partei;MLPD;13;1;772;0,466099;772;0,466099;0;0;
BT;26.09.2021;Wahlkreis;194;Gera – Greiz – Altenburger Land;LAND;16;Partei;MLPD;13;2;475;0,28607;475;0,28607;0;0;
BT;26.09.2021;Wahlkreis;194;Gera – Greiz – Altenburger Land;LAND;16;Partei;dieBasis;14;1;2887;1,743042;2887;1,743042;0;0;
BT;26.09.2021;Wahlkreis;194;Gera – Greiz – Altenburger Land;LAND;16;Partei;dieBasis;14;2;2727;1,642346;2727;1,642346;0;0;
BT;26.09.2021;Wahlkreis;194;Gera – Greiz – Altenburger Land;LAND;16;Partei;MENSCHLICHE WELT;15;1;;;;;;;
BT;26.09.2021;Wahlkreis;194;Gera – Greiz – Altenburger Land;LAND;16;Partei;MENSCHLICHE WELT;15;2;594;0,357739;594;0,357739;0;0;
BT;26.09.2021;Wahlkreis;194;Gera – Greiz – Altenburger Land;LAND;16;Partei;Die Humanisten;16;1;;;;;;;
BT;26.09.2021;Wahlkreis;194;Gera – Greiz – Altenburger Land;LAND;16;Partei;Die Humanisten;16;2;176;0,105997;176;0,105997;0;0;
BT;26.09.2021;Wahlkreis;194;Gera – Greiz – Altenburger Land;LAND;16;Partei;Tierschutzpartei;17;1;;;;;;;
BT;26.09.2021;Wahlkreis;194;Gera – Greiz – Altenburger Land;LAND;16;Partei;Tierschutzpartei;17;2;2903;1,748342;2903;1,748342;0;0;
BT;26.09.2021;Wahlkreis;194;Gera – Greiz – Altenburger Land;LAND;16;Partei;Team Todenhöfer;18;1;;;;;;;
BT;26.09.2021;Wahlkreis;194;Gera – Greiz – Altenburger Land;LAND;16;Partei;Team Todenhöfer;18;2;355;0,2138;355;0,2138;0;0;
BT;26.09.2021;Wahlkreis;194;Gera – Greiz – Altenburger Land;LAND;16;Partei;Volt;19;1;;;;;;;
BT;26.09.2021;Wahlkreis;194;Gera – Greiz – Altenburger Land;LAND;16;Partei;Volt;19;2;369;0,222232;369;0,222232;0;0;
BT;26.09.2021;Wahlkreis;194;Gera – Greiz – Altenburger Land;LAND;16;Einzelbewerber/Wählergruppe;EB: Nebeler;20;1;474;0,28618;474;0,28618;0;0;
BT;26.09.2021;Wahlkreis;194;Gera – Greiz – Altenburger Land;LAND;16;Einzelbewerber/Wählergruppe;EB: Nebeler;20;2;;;;;;;
BT;26.09.2021;Wahlkreis;194;Gera – Greiz – Altenburger Land;LAND;16;Einzelbewerber/Wählergruppe;EB: Berger;21;1;3649;2,203103;3649;2,203103;0;0;
BT;26.09.2021;Wahlkreis;194;Gera – Greiz – Altenburger Land;LAND;16;Einzelbewerber/Wählergruppe;EB: Berger;21;2;;;;;;;
BT;26.09.2021;Wahlkreis;194;Gera – Greiz – Altenburger Land;LAND;16;System-Gruppe;Übrige;1000;1;;;0;0;;0;
BT;26.09.2021;Wahlkreis;194;Gera – Greiz – Altenburger Land;LAND;16;System-Gruppe;Übrige;1000;2;;;0;0;;0;
BT;26.09.2021;Wahlkreis;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;LAND;16;System-Gruppe;Wahlberechtigte;-4;;219437;;219437;;0;;
BT;26.09.2021;Wahlkreis;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;LAND;16;System-Gruppe;Wählende;-3;;166531;75,890119;166531;75,890119;0;0;
BT;26.09.2021;Wahlkreis;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;LAND;16;System-Gruppe;Ungültige;-2;1;2037;1,223196;2037;1,223196;0;0;
BT;26.09.2021;Wahlkreis;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;LAND;16;System-Gruppe;Ungültige;-2;2;1908;1,145733;1908;1,145733;0;0;
BT;26.09.2021;Wahlkreis;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;LAND;16;System-Gruppe;Gültige;-1;1;164494;98,776804;164494;98,776804;0;0;
BT;26.09.2021;Wahlkreis;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;LAND;16;System-Gruppe;Gültige;-1;2;164623;98,854267;164623;98,854267;0;0;
BT;26.09.2021;Wahlkreis;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;LAND;16;Partei;CDU;1;1;34489;20,966722;34489;20,966722;0;0;
BT;26.09.2021;Wahlkreis;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;LAND;16;Partei;CDU;1;2;27008;16,40597;27008;16,40597;0;0;
BT;26.09.2021;Wahlkreis;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;LAND;16;Partei;AfD;2;1;48177;29,287998;48177;29,287998;0;0;
BT;26.09.2021;Wahlkreis;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;LAND;16;Partei;AfD;2;2;46381;28,17407;46381;28,17407;0;0;
BT;26.09.2021;Wahlkreis;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;LAND;16;Partei;DIE LINKE;3;1;19968;12,139045;19968;12,139045;0;0;
BT;26.09.2021;Wahlkreis;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;LAND;16;Partei;DIE LINKE;3;2;18489;11,231116;18489;11,231116;0;0;
BT;26.09.2021;Wahlkreis;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;LAND;16;Partei;SPD;4;1;30791;18,718616;30791;18,718616;0;0;
BT;26.09.2021;Wahlkreis;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;LAND;16;Partei;SPD;4;2;35019;21,27224;35019;21,27224;0;0;
BT;26.09.2021;Wahlkreis;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;LAND;16;Partei;FDP;5;1;12343;7,503617;12343;7,503617;0;0;
BT;26.09.2021;Wahlkreis;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;LAND;16;Partei;FDP;5;2;15428;9,371716;15428;9,371716;0;0;
BT;26.09.2021;Wahlkreis;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;LAND;16;Partei;GRÜNE;6;1;6292;3,825064;6292;3,825064;0;0;
BT;26.09.2021;Wahlkreis;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;LAND;16;Partei;GRÜNE;6;2;7383;4,484793;7383;4,484793;0;0;
BT;26.09.2021;Wahlkreis;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;LAND;16;Partei;FREIE WÄHLER;7;1;5143;3,126558;5143;3,126558;0;0;
BT;26.09.2021;Wahlkreis;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;LAND;16;Partei;FREIE WÄHLER;7;2;4079;2,477783;4079;2,477783;0;0;
BT;26.09.2021;Wahlkreis;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;LAND;16;Partei;Die PARTEI;8;1;3526;2,143543;3526;2,143543;0;0;
BT;26.09.2021;Wahlkreis;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;LAND;16;Partei;Die PARTEI;8;2;2283;1,386805;2283;1,386805;0;0;
BT;26.09.2021;Wahlkreis;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;LAND;16;Partei;HEIMAT (2021: NPD);9;1;;;;;;;
BT;26.09.2021;Wahlkreis;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;LAND;16;Partei;HEIMAT (2021: NPD);9;2;547;0,332274;547;0,332274;0;0;
BT;26.09.2021;Wahlkreis;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;LAND;16;Partei;ÖDP;10;1;451;0,274174;451;0,274174;0;0;
BT;26.09.2021;Wahlkreis;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;LAND;16;Partei;ÖDP;10;2;293;0,177982;293;0,177982;0;0;
BT;26.09.2021;Wahlkreis;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;LAND;16;Partei;PIRATEN;11;1;;;;;;;
BT;26.09.2021;Wahlkreis;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;LAND;16;Partei;PIRATEN;11;2;645;0,391804;645;0,391804;0;0;
BT;26.09.2021;Wahlkreis;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;LAND;16;Partei;V-Partei³;12;1;;;;;;;
BT;26.09.2021;Wahlkreis;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;LAND;16;Partei;V-Partei³;12;2;145;0,08808;145;0,08808;0;0;
BT;26.09.2021;Wahlkreis;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;LAND;16;Partei;MLPD;13;1;462;0,280861;462;0,280861;0;0;
BT;26.09.2021;Wahlkreis;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;LAND;16;Partei;MLPD;13;2;338;0,205318;338;0,205318;0;0;
BT;26.09.2021;Wahlkreis;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;LAND;16;Partei;dieBasis;14;1;2852;1,733802;2852;1,733802;0;0;
BT;26.09.2021;Wahlkreis;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;LAND;16;Partei;dieBasis;14;2;2668;1,620673;2668;1,620673;0;0;
BT;26.09.2021;Wahlkreis;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;LAND;16;Partei;MENSCHLICHE WELT;15;1;;;;;;;
BT;26.09.2021;Wahlkreis;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;LAND;16;Partei;MENSCHLICHE WELT;15;2;493;0,299472;493;0,299472;0;0;
BT;26.09.2021;Wahlkreis;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;LAND;16;Partei;Die Humanisten;16;1;;;;;;;
BT;26.09.2021;Wahlkreis;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;LAND;16;Partei;Die Humanisten;16;2;152;0,092332;152;0,092332;0;0;
BT;26.09.2021;Wahlkreis;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;LAND;16;Partei;Tierschutzpartei;17;1;;;;;;;
BT;26.09.2021;Wahlkreis;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;LAND;16;Partei;Tierschutzpartei;17;2;2510;1,524696;2510;1,524696;0;0;
BT;26.09.2021;Wahlkreis;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;LAND;16;Partei;Team Todenhöfer;18;1;;;;;;;
BT;26.09.2021;Wahlkreis;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;LAND;16;Partei;Team Todenhöfer;18;2;374;0,227186;374;0,227186;0;0;
BT;26.09.2021;Wahlkreis;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;LAND;16;Partei;Volt;19;1;;;;;;;
BT;26.09.2021;Wahlkreis;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;LAND;16;Partei;Volt;19;2;388;0,23569;388;0,23569;0;0;
BT;26.09.2021;Wahlkreis;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;LAND;16;System-Gruppe;Übrige;1000;1;;;0;0;;0;
BT;26.09.2021;Wahlkreis;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;LAND;16;System-Gruppe;Übrige;1000;2;;;0;0;;0;
BT;26.09.2021;Wahlkreis;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;LAND;16;System-Gruppe;Wahlberechtigte;-4;;230071;;230071;;0;;
BT;26.09.2021;Wahlkreis;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;LAND;16;System-Gruppe;Wählende;-3;;171108;74,371824;171108;74,371824;0;0;
BT;26.09.2021;Wahlkreis;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;LAND;16;System-Gruppe;Ungültige;-2;1;2146;1,254179;2146;1,254179;0;0;
BT;26.09.2021;Wahlkreis;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;LAND;16;System-Gruppe;Ungültige;-2;2;1983;1,158917;1983;1,158917;0;0;
BT;26.09.2021;Wahlkreis;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;LAND;16;System-Gruppe;Gültige;-1;1;168962;98,745821;168962;98,745821;0;0;
BT;26.09.2021;Wahlkreis;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;LAND;16;System-Gruppe;Gültige;-1;2;169125;98,841083;169125;98,841083;0;0;
BT;26.09.2021;Wahlkreis;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;LAND;16;Partei;CDU;1;1;37729;22,329873;37729;22,329873;0;0;
BT;26.09.2021;Wahlkreis;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;LAND;16;Partei;CDU;1;2;27923;16,510273;27923;16,510273;0;0;
BT;26.09.2021;Wahlkreis;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;LAND;16;Partei;AfD;2;1;35887;21,239687;35887;21,239687;0;0;
BT;26.09.2021;Wahlkreis;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;LAND;16;Partei;AfD;2;2;44572;26,354472;44572;26,354472;0;0;
BT;26.09.2021;Wahlkreis;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;LAND;16;Partei;DIE LINKE;3;1;14135;8,365786;14135;8,365786;0;0;
BT;26.09.2021;Wahlkreis;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;LAND;16;Partei;DIE LINKE;3;2;18486;10,930377;18486;10,930377;0;0;
BT;26.09.2021;Wahlkreis;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;LAND;16;Partei;SPD;4;1;56791;33,6117;56791;33,6117;0;0;
BT;26.09.2021;Wahlkreis;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;LAND;16;Partei;SPD;4;2;42446;25,097413;42446;25,097413;0;0;
BT;26.09.2021;Wahlkreis;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;LAND;16;Partei;FDP;5;1;10686;6,324499;10686;6,324499;0;0;
BT;26.09.2021;Wahlkreis;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;LAND;16;Partei;FDP;5;2;13990;8,271988;13990;8,271988;0;0;
BT;26.09.2021;Wahlkreis;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;LAND;16;Partei;GRÜNE;6;1;3615;2,139534;3615;2,139534;0;0;
BT;26.09.2021;Wahlkreis;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;LAND;16;Partei;GRÜNE;6;2;7221;4,269623;7221;4,269623;0;0;
BT;26.09.2021;Wahlkreis;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;LAND;16;Partei;FREIE WÄHLER;7;1;4897;2,898285;4897;2,898285;0;0;
BT;26.09.2021;Wahlkreis;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;LAND;16;Partei;FREIE WÄHLER;7;2;4247;2,51116;4247;2,51116;0;0;
BT;26.09.2021;Wahlkreis;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;LAND;16;Partei;Die PARTEI;8;1;2247;1,329885;2247;1,329885;0;0;
BT;26.09.2021;Wahlkreis;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;LAND;16;Partei;Die PARTEI;8;2;1859;1,099187;1859;1,099187;0;0;
BT;26.09.2021;Wahlkreis;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;LAND;16;Partei;HEIMAT (2021: NPD);9;1;;;;;;;
BT;26.09.2021;Wahlkreis;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;LAND;16;Partei;HEIMAT (2021: NPD);9;2;496;0,293274;496;0,293274;0;0;
BT;26.09.2021;Wahlkreis;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;LAND;16;Partei;ÖDP;10;1;848;0,501888;848;0,501888;0;0;
BT;26.09.2021;Wahlkreis;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;LAND;16;Partei;ÖDP;10;2;547;0,323429;547;0,323429;0;0;
BT;26.09.2021;Wahlkreis;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;LAND;16;Partei;PIRATEN;11;1;1313;0,777098;1313;0,777098;0;0;
BT;26.09.2021;Wahlkreis;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;LAND;16;Partei;PIRATEN;11;2;1078;0,637398;1078;0,637398;0;0;
BT;26.09.2021;Wahlkreis;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;LAND;16;Partei;V-Partei³;12;1;;;;;;;
BT;26.09.2021;Wahlkreis;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;LAND;16;Partei;V-Partei³;12;2;120;0,070953;120;0,070953;0;0;
BT;26.09.2021;Wahlkreis;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;LAND;16;Partei;MLPD;13;1;443;0,262189;443;0,262189;0;0;
BT;26.09.2021;Wahlkreis;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;LAND;16;Partei;MLPD;13;2;353;0,208721;353;0,208721;0;0;
BT;26.09.2021;Wahlkreis;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;LAND;16;Partei;dieBasis;14;1;;;;;;;
BT;26.09.2021;Wahlkreis;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;LAND;16;Partei;dieBasis;14;2;2508;1,482927;2508;1,482927;0;0;
BT;26.09.2021;Wahlkreis;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;LAND;16;Partei;MENSCHLICHE WELT;15;1;;;;;;;
BT;26.09.2021;Wahlkreis;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;LAND;16;Partei;MENSCHLICHE WELT;15;2;416;0,245972;416;0,245972;0;0;
BT;26.09.2021;Wahlkreis;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;LAND;16;Partei;Die Humanisten;16;1;;;;;;;
BT;26.09.2021;Wahlkreis;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;LAND;16;Partei;Die Humanisten;16;2;136;0,080414;136;0,080414;0;0;
BT;26.09.2021;Wahlkreis;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;LAND;16;Partei;Tierschutzpartei;17;1;;;;;;;
BT;26.09.2021;Wahlkreis;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;LAND;16;Partei;Tierschutzpartei;17;2;2232;1,319734;2232;1,319734;0;0;
BT;26.09.2021;Wahlkreis;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;LAND;16;Partei;Team Todenhöfer;18;1;;;;;;;
BT;26.09.2021;Wahlkreis;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;LAND;16;Partei;Team Todenhöfer;18;2;231;0,136585;231;0,136585;0;0;
BT;26.09.2021;Wahlkreis;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;LAND;16;Partei;Volt;19;1;;;;;;;
BT;26.09.2021;Wahlkreis;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;LAND;16;Partei;Volt;19;2;264;0,156098;264;0,156098;0;0;
BT;26.09.2021;Wahlkreis;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;LAND;16;Einzelbewerber/Wählergruppe;EB: Bieling;20;1;371;0,219576;371;0,219576;0;0;
BT;26.09.2021;Wahlkreis;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;LAND;16;Einzelbewerber/Wählergruppe;EB: Bieling;20;2;;;;;;;
BT;26.09.2021;Wahlkreis;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;LAND;16;System-Gruppe;Übrige;1000;1;;;0;0;;0;
BT;26.09.2021;Wahlkreis;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;LAND;16;System-Gruppe;Übrige;1000;2;;;0;0;;0;
BT;26.09.2021;Wahlkreis;197;Neuwied;LAND;07;System-Gruppe;Wahlberechtigte;-4;;238118;;238118;;0;;
BT;26.09.2021;Wahlkreis;197;Neuwied;LAND;07;System-Gruppe;Wählende;-3;;181837;76,36424;181837;76,36424;0;0;
BT;26.09.2021;Wahlkreis;197;Neuwied;LAND;07;System-Gruppe;Ungültige;-2;1;2058;1,131783;2058;1,131783;0;0;
BT;26.09.2021;Wahlkreis;197;Neuwied;LAND;07;System-Gruppe;Ungültige;-2;2;1544;0,849112;1544;0,849112;0;0;
BT;26.09.2021;Wahlkreis;197;Neuwied;LAND;07;System-Gruppe;Gültige;-1;1;179779;98,868217;179779;98,868217;0;0;
BT;26.09.2021;Wahlkreis;197;Neuwied;LAND;07;System-Gruppe;Gültige;-1;2;180293;99,150888;180293;99,150888;0;0;
BT;26.09.2021;Wahlkreis;197;Neuwied;LAND;07;Partei;CDU;1;1;57430;31,944777;57430;31,944777;0;0;
BT;26.09.2021;Wahlkreis;197;Neuwied;LAND;07;Partei;CDU;1;2;48338;26,810802;48338;26,810802;0;0;
BT;26.09.2021;Wahlkreis;197;Neuwied;LAND;07;Partei;SPD;2;1;54320;30,214875;54320;30,214875;0;0;
BT;26.09.2021;Wahlkreis;197;Neuwied;LAND;07;Partei;SPD;2;2;54018;29,96123;54018;29,96123;0;0;
BT;26.09.2021;Wahlkreis;197;Neuwied;LAND;07;Partei;AfD;3;1;16810;9,350369;16810;9,350369;0;0;
BT;26.09.2021;Wahlkreis;197;Neuwied;LAND;07;Partei;AfD;3;2;17504;9,708641;17504;9,708641;0;0;
BT;26.09.2021;Wahlkreis;197;Neuwied;LAND;07;Partei;FDP;4;1;15931;8,861435;15931;8,861435;0;0;
BT;26.09.2021;Wahlkreis;197;Neuwied;LAND;07;Partei;FDP;4;2;20751;11,509598;20751;11,509598;0;0;
BT;26.09.2021;Wahlkreis;197;Neuwied;LAND;07;Partei;GRÜNE;5;1;16559;9,210753;16559;9,210753;0;0;
BT;26.09.2021;Wahlkreis;197;Neuwied;LAND;07;Partei;GRÜNE;5;2;18930;10,499576;18930;10,499576;0;0;
BT;26.09.2021;Wahlkreis;197;Neuwied;LAND;07;Partei;DIE LINKE;6;1;5005;2,783974;5005;2,783974;0;0;
BT;26.09.2021;Wahlkreis;197;Neuwied;LAND;07;Partei;DIE LINKE;6;2;5417;3,004554;5417;3,004554;0;0;
BT;26.09.2021;Wahlkreis;197;Neuwied;LAND;07;Partei;FREIE WÄHLER;7;1;8032;4,467708;8032;4,467708;0;0;
BT;26.09.2021;Wahlkreis;197;Neuwied;LAND;07;Partei;FREIE WÄHLER;7;2;5860;3,250265;5860;3,250265;0;0;
BT;26.09.2021;Wahlkreis;197;Neuwied;LAND;07;Partei;Die PARTEI;8;1;2776;1,544118;2776;1,544118;0;0;
BT;26.09.2021;Wahlkreis;197;Neuwied;LAND;07;Partei;Die PARTEI;8;2;1746;0,968424;1746;0,968424;0;0;
BT;26.09.2021;Wahlkreis;197;Neuwied;LAND;07;Partei;PIRATEN;9;1;;;;;;;
BT;26.09.2021;Wahlkreis;197;Neuwied;LAND;07;Partei;PIRATEN;9;2;701;0,388812;701;0,388812;0;0;
BT;26.09.2021;Wahlkreis;197;Neuwied;LAND;07;Partei;ÖDP;10;1;;;;;;;
BT;26.09.2021;Wahlkreis;197;Neuwied;LAND;07;Partei;ÖDP;10;2;245;0,13589;245;0,13589;0;0;
BT;26.09.2021;Wahlkreis;197;Neuwied;LAND;07;Partei;HEIMAT (2021: NPD);11;1;;;;;;;
BT;26.09.2021;Wahlkreis;197;Neuwied;LAND;07;Partei;HEIMAT (2021: NPD);11;2;214;0,118696;214;0,118696;0;0;
